* Texas Instruments Data Flash File
* File created Tue Mar 19 20:07:51 2024
*
* Device Number 4500
* Firmware Version 2.08
* Build Number 50
* Order Number 0
*
* bqz Device Number 4500
* bqz Firmware Version 2.08
* bqz Build Number 50
*
* Field Order: Class name, Subclass name, Parameter name, Parameter Value, Display Units
"PF Status","Device Temperature Data","Internal Temperature","-273.2","°C"
"PF Status","Device Temperature Data","External 1 Temperature","-273.2","°C"
"PF Status","Device Temperature Data","External 2 Temperature","-273.2","°C"
"PF Status","Device Temperature Data","External 3 Temperature","-273.2","°C"
"PF Status","Device Temperature Data","External 4 Temperature","-273.2","°C"
"PF Status","Device Gauging Data","Cell 1 Dod0","0","-"
"PF Status","Device Gauging Data","Cell 2 Dod0","0","-"
"PF Status","Device Gauging Data","Cell 3 Dod0","0","-"
"PF Status","Device Gauging Data","Cell 4 Dod0","0","-"
"PF Status","Device Gauging Data","Passed Charge","0","mAh"
"PF Status","AFE Regs","AFE Interrupt Status","00","hex"
"PF Status","AFE Regs","AFE FET Status","00","hex"
"PF Status","AFE Regs","AFE RXIN","00","hex"
"PF Status","AFE Regs","AFE Latch Status","00","hex"
"PF Status","AFE Regs","AFE Interrupt Enable","00","hex"
"PF Status","AFE Regs","AFE FET Control","00","hex"
"PF Status","AFE Regs","AFE RXIEN","00","hex"
"PF Status","AFE Regs","AFE RLOUT","00","hex"
"PF Status","AFE Regs","AFE RHOUT","00","hex"
"PF Status","AFE Regs","AFE RHINT","00","hex"
"PF Status","AFE Regs","AFE Cell Balance","00","hex"
"PF Status","AFE Regs","AFE AD/CC Control","00","hex"
"PF Status","AFE Regs","AFE ADC Mux","00","hex"
"PF Status","AFE Regs","AFE LED Output","00","hex"
"PF Status","AFE Regs","AFE State Control","00","hex"
"PF Status","AFE Regs","AFE LED/Wake Control","00","hex"
"PF Status","AFE Regs","AFE Protection Control","00","hex"
"PF Status","AFE Regs","AFE OCD","00","hex"
"PF Status","AFE Regs","AFE SCC","00","hex"
"PF Status","AFE Regs","AFE SCD1","00","hex"
"PF Status","AFE Regs","AFE SCD2","00","hex"
"Black Box","Safety Status","1st Status Status A","00","hex"
"Black Box","Safety Status","1st Status Status B","00","hex"
"Black Box","Safety Status","1st Safety Status C","00","hex"
"Black Box","Safety Status","1st Safety Status D","00","hex"
"Black Box","Safety Status","1st Time to Next Event","0","s"
"Black Box","Safety Status","2nd Status Status A","00","hex"
"Black Box","Safety Status","2nd Status Status B","00","hex"
"Black Box","Safety Status","2nd Safety Status C","00","hex"
"Black Box","Safety Status","2nd Safety Status D","00","hex"
"Black Box","Safety Status","2nd Time to Next Event","0","s"
"Black Box","Safety Status","3rd Status Status A","00","hex"
"Black Box","Safety Status","3rd Status Status B","00","hex"
"Black Box","Safety Status","3rd Safety Status C","00","hex"
"Black Box","Safety Status","3rd Safety Status D","00","hex"
"Black Box","Safety Status","3rd Time to Next Event","0","s"
"Black Box","PF Status","1st PF Status A","00","hex"
"Black Box","PF Status","1st PF Status B","00","hex"
"Black Box","PF Status","1st PF Status C","00","hex"
"Black Box","PF Status","1st PF Status D","00","hex"
"Black Box","PF Status","1st Time to Next Event","0","s"
"Black Box","PF Status","2nd PF Status A","00","hex"
"Black Box","PF Status","2nd PF Status B","00","hex"
"Black Box","PF Status","2nd PF Status C","00","hex"
"Black Box","PF Status","2nd PF Status D","00","hex"
"Black Box","PF Status","2nd Time to Next Event","0","s"
"Black Box","PF Status","3rd PF Status A","00","hex"
"Black Box","PF Status","3rd PF Status B","00","hex"
"Black Box","PF Status","3rd PF Status C","00","hex"
"Black Box","PF Status","3rd PF Status D","00","hex"
"Black Box","PF Status","3rd Time to Next Event","0","s"
"Gas Gauging","Current Thresholds","Dsg Current Threshold","100","mA"
"Gas Gauging","Current Thresholds","Chg Current Threshold","50","mA"
"Gas Gauging","Current Thresholds","Quit Current","10","mA"
"Gas Gauging","Current Thresholds","Dsg Relax Time","1","s"
"Gas Gauging","Current Thresholds","Chg Relax Time","60","s"
"Gas Gauging","Design","Design Capacity mAh","21000","mAh"
"Gas Gauging","Design","Design Capacity cWh","30240","cWh"
"Gas Gauging","Design","Design Voltage","14400","mV"
"Gas Gauging","Cycle","Cycle Count Percentage","90","%"
"Gas Gauging","FD","Set Voltage Threshold","2400","mV"
"Gas Gauging","FD","Clear Voltage Threshold","2500","mV"
"Gas Gauging","FD","Set % RSOC Threshold","4","%"
"Gas Gauging","FD","Clear % RSOC Threshold","6","%"
"Gas Gauging","FC","Set Voltage Threshold","4200","mV"
"Gas Gauging","FC","Clear Voltage Threshold","4100","mV"
"Gas Gauging","FC","Set % RSOC Threshold","100","%"
"Gas Gauging","FC","Clear % RSOC Threshold","95","%"
"Gas Gauging","TD","Set Voltage Threshold","2200","mV"
"Gas Gauging","TD","Clear Voltage Threshold","2300","mV"
"Gas Gauging","TD","Set % RSOC Threshold","0","%"
"Gas Gauging","TD","Clear % RSOC Threshold","2","%"
"Gas Gauging","TC","Set Voltage Threshold","4200","mV"
"Gas Gauging","TC","Clear Voltage Threshold","4100","mV"
"Gas Gauging","TC","Set % RSOC Threshold","100","%"
"Gas Gauging","TC","Clear % RSOC Threshold","95","%"
"Gas Gauging","State","Cycle Count","1","-"
"Gas Gauging","State","Qmax Cell 1","21095","mAh"
"Gas Gauging","State","Qmax Cell 2","21013","mAh"
"Gas Gauging","State","Qmax Cell 3","21057","mAh"
"Gas Gauging","State","Qmax Cell 4","20961","mAh"
"Gas Gauging","State","Qmax Pack","20961","mAh"
"Gas Gauging","State","Qmax Cycle Count","1","-"
"Gas Gauging","State","Update Status","0e","-"
"Gas Gauging","State","Cell 1 Chg Voltage at EoC","4158","mV"
"Gas Gauging","State","Cell 2 Chg Voltage at EoC","4159","mV"
"Gas Gauging","State","Cell 3 Chg Voltage at EoC","4159","mV"
"Gas Gauging","State","Cell 4 Chg Voltage at EoC","4159","mV"
"Gas Gauging","State","Current at EoC","194","mA"
"Gas Gauging","State","Avg I Last Run","-3776","mA"
"Gas Gauging","State","Avg P Last Run","-5403","cW"
"Gas Gauging","State","Delta Voltage","11","mV"
"Gas Gauging","State","Temp k","2.16","°C/256mW"
"Gas Gauging","State","Temp a","5955","s"
"Gas Gauging","State","Max Avg I Last Run","-3778","mA"
"Gas Gauging","State","Max Avg P Last Run","-6094","cW"
"Gas Gauging","Turbo Cfg","Min Turbo Power","0","cW"
"Gas Gauging","Turbo Cfg","Ten Second Max C Rate","-2.0","C"
"Gas Gauging","Turbo Cfg","Ten Millisecond Max C Rate","-4.0","C"
"Gas Gauging","Turbo Cfg","High Frequency Resistance","0","mOhm"
"Gas Gauging","Turbo Cfg","Reserve Energy %","0","%"
"Gas Gauging","Turbo Cfg","Turbo Adjustment Factor","1.00","-"
"Gas Gauging","IT Cfg","Load Select","7","-"
"Gas Gauging","IT Cfg","Fast Scale Load Select","3","-"
"Gas Gauging","IT Cfg","Load Mode","0","-"
"Gas Gauging","IT Cfg","User Rate-mA","0","mA"
"Gas Gauging","IT Cfg","User Rate-cW","0","cW"
"Gas Gauging","IT Cfg","Reserve Cap-mAh","0","mAh"
"Gas Gauging","IT Cfg","Reserve Cap-cWh","0","cWh"
"Gas Gauging","IT Cfg","Predict Ambient Time","2000","s"
"Gas Gauging","IT Cfg","Design Resistance","23","2^-10ohm"
"Gas Gauging","IT Cfg","Pack Resistance","0","2^-10ohm"
"Gas Gauging","IT Cfg","System Resistance","0","2^-10ohm"
"Gas Gauging","IT Cfg","Ra Filter","80.0","%"
"Gas Gauging","IT Cfg","Ra Max Delta","15","%"
"Gas Gauging","IT Cfg","Reference Grid","4","-"
"Gas Gauging","IT Cfg","Resistance Parameter Filter","65142","-"
"Gas Gauging","IT Cfg","Near EDV Ra Param Filter","59220","-"
"Gas Gauging","IT Cfg","Cell 1 Interconnect Resistance","0","2^-10ohm"
"Gas Gauging","IT Cfg","Cell 2 Interconnect Resistance","0","2^-10ohm"
"Gas Gauging","IT Cfg","Cell 3 Interconnect Resistance","0","2^-10ohm"
"Gas Gauging","IT Cfg","Cell 4 Interconnect Resistance","0","2^-10ohm"
"Gas Gauging","IT Cfg","Max Current Change %","10","%"
"Gas Gauging","IT Cfg","Resistance Update Voltage","50","mV"
"Gas Gauging","IT Cfg","Qmax Delta","5","%"
"Gas Gauging","IT Cfg","Qmax Upper Bound","130","%"
"Gas Gauging","IT Cfg","Term Voltage","8800","mV"
"Gas Gauging","IT Cfg","Term V Hold Time","1","s"
"Gas Gauging","IT Cfg","Term Voltage Delta","300","mV"
"Gas Gauging","IT Cfg","Term Min Cell V","2200","mV"
"Gas Gauging","IT Cfg","Max Simulation Iterations","30","-"
"Gas Gauging","IT Cfg","Fast Scale Start SOC","10","%"
"Gas Gauging","IT Cfg","Min Delta Voltage","0","mV"
"Gas Gauging","IT Cfg","Max Delta Voltage","200","mV"
"Gas Gauging","IT Cfg","DeltaV Max Voltage Delta","10","mV"
"Gas Gauging","Smoothing","Smooth Relax Time","1000","s"
"Gas Gauging","Smoothing","Term Smooth Start Cell V Delta","150","mV"
"Gas Gauging","Smoothing","Term Smooth Final Cell V Delta","100","mV"
"Gas Gauging","Smoothing","Term Smooth Time","20","s"
"Gas Gauging","Condition Flag","Max Error Limit","100","%"
"Gas Gauging","Max Error","Time Cycle Equivalent","24","h"
"Gas Gauging","Max Error","Cycle Delta","0.05","%"
"Gas Gauging","SoH","SoH Load Rate","5.0","Hr rate"
"Ra Table","R_a0","Cell0 R_a flag","0055","-"
"Ra Table","R_a0","Cell0 R_a 0","311","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 1","20","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 2","23","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 3","25","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 4","19","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 5","21","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 6","22","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 7","21","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 8","26","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 9","29","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 10","34","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 11","35","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 12","46","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 13","83","2^-10ohm"
"Ra Table","R_a0","Cell0 R_a 14","110","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a flag","0055","-"
"Ra Table","R_a1","Cell1 R_a 0","252","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 1","17","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 2","20","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 3","20","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 4","15","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 5","17","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 6","18","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 7","17","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 8","22","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 9","23","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 10","31","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 11","29","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 12","41","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 13","87","2^-10ohm"
"Ra Table","R_a1","Cell1 R_a 14","114","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a flag","0055","-"
"Ra Table","R_a2","Cell2 R_a 0","252","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 1","17","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 2","20","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 3","21","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 4","15","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 5","18","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 6","18","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 7","18","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 8","22","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 9","24","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 10","31","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 11","29","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 12","42","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 13","85","2^-10ohm"
"Ra Table","R_a2","Cell2 R_a 14","112","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a flag","0055","-"
"Ra Table","R_a3","Cell3 R_a 0","283","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 1","19","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 2","23","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 3","24","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 4","18","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 5","20","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 6","22","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 7","21","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 8","25","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 9","28","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 10","39","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 11","37","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 12","53","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 13","112","2^-10ohm"
"Ra Table","R_a3","Cell3 R_a 14","148","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a flag","0000","-"
"Ra Table","R_a0x","xCell0 R_a 0","311","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 1","20","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 2","23","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 3","25","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 4","19","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 5","21","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 6","22","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 7","21","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 8","26","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 9","29","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 10","34","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 11","35","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 12","46","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 13","86","2^-10ohm"
"Ra Table","R_a0x","xCell0 R_a 14","114","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a flag","0000","-"
"Ra Table","R_a1x","xCell1 R_a 0","252","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 1","17","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 2","20","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 3","20","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 4","15","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 5","17","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 6","18","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 7","17","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 8","22","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 9","23","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 10","31","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 11","29","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 12","41","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 13","90","2^-10ohm"
"Ra Table","R_a1x","xCell1 R_a 14","118","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a flag","0000","-"
"Ra Table","R_a2x","xCell2 R_a 0","252","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 1","17","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 2","20","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 3","21","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 4","15","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 5","18","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 6","18","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 7","18","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 8","22","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 9","24","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 10","31","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 11","29","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 12","42","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 13","88","2^-10ohm"
"Ra Table","R_a2x","xCell2 R_a 14","116","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a flag","0000","-"
"Ra Table","R_a3x","xCell3 R_a 0","283","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 1","19","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 2","23","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 3","24","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 4","18","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 5","20","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 6","22","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 7","21","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 8","25","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 9","28","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 10","39","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 11","37","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 12","53","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 13","115","2^-10ohm"
"Ra Table","R_a3x","xCell3 R_a 14","152","2^-10ohm"
